26,42,2
26,47,1
26,59,1
26,62,1
26,80,1
26,87,1
26,95,1
26,109,2
26,111,2
26,116,1
26,121,1
26,133,1
27,37,1
27,42,1
27,61,1
27,80,1
27,84,1
27,87,1
27,88,1
27,89,1
27,107,1
27,109,1
27,110,1
27,113,1
27,123,1
27,126,1
27,133,1
28,33,1
28,68,1
28,93,1
28,98,1
28,101,1
28,129,1
29,36,1
29,39,1
29,41,1
29,50,1
29,63,1
29,134,1
30,58,1
30,64,2
30,73,2
30,79,2
30,85,1
30,109,2
30,127,1
30,130,2
31,34,1
31,37,5
31,40,1
31,42,4
31,43,2
31,44,1
31,45,1
31,46,3
31,47,3
31,48,1
31,59,1
31,62,1
31,80,2
31,84,2
31,87,3
31,95,2
31,109,5
31,110,2
31,111,3
31,121,2
31,131,1
31,133,1
32,37,1
32,40,1
32,42,1
32,47,1
32,109,1
32,111,1
33,68,1
33,93,1
33,98,1
33,101,1
33,129,1
34,37,1
34,42,1
34,47,1
34,59,1
34,62,1
34,87,1
34,95,1
34,109,1
34,111,1
34,121,1
34,133,1
35,57,1
35,77,1
35,94,1
35,99,1
35,114,1
35,125,1
36,39,1
36,41,1
36,50,1
36,63,1
36,134,1
37,40,2
37,42,9
37,43,4
37,44,1
37,45,1
37,46,6
37,47,4
37,48,1
37,59,1
37,61,1
37,62,1
37,67,1
37,70,1
37,80,6
37,84,5
37,87,5
37,88,1
37,89,1
37,95,2
37,107,2
37,109,11
37,110,5
37,111,6
37,113,1
37,116,1
37,120,2
37,121,3
37,123,1
37,126,1
37,131,1
37,133,2
38,55,1
38,65,1
38,76,1
38,102,1
38,119,1
38,135,1
39,41,1
39,50,1
39,63,1
39,134,1
40,42,2
40,43,1
40,46,2
40,47,3
40,80,1
40,84,1
40,87,2
40,95,1
40,97,1
40,109,4
40,110,1
40,111,4
41,50,1
41,63,1
41,134,1
42,43,2
42,44,1
42,46,4
42,47,3
42,48,1
42,59,1
42,61,1
42,62,1
42,67,1
42,70,1
42,80,4
42,84,3
42,87,3
42,88,1
42,89,1
42,95,2
42,107,2
42,109,9
42,110,3
42,111,6
42,113,1
42,116,1
42,120,1
42,121,3
42,123,1
42,126,1
42,131,1
42,133,2
43,45,1
43,46,4
43,47,2
43,70,1
43,80,4
43,84,4
43,87,3
43,95,1
43,109,4
43,110,4
43,111,1
43,120,2
44,46,1
44,48,1
44,109,1
44,121,1
44,131,1
45,46,1
45,47,1
45,80,1
45,84,1
45,87,1
45,109,1
45,110,1
46,47,3
46,48,1
46,67,1
46,70,2
46,80,4
46,84,5
46,87,4
46,95,1
46,107,1
46,109,7
46,110,4
46,111,3
46,120,2
46,121,2
46,131,1
47,59,1
47,62,1
47,80,2
47,84,2
47,87,3
47,95,2
47,109,5
47,110,2
47,111,4
47,121,1
47,133,1
48,109,1
48,121,1
48,131,1
49,64,1
49,79,1
49,81,1
49,85,1
49,128,1
50,63,1
50,134,1
51,78,1
51,122,1
51,137,1
52,56,1
52,64,1
52,69,1
52,74,1
52,79,1
52,81,1
52,85,1
52,86,1
53,71,1
53,106,1
53,118,1
54,64,1
54,74,1
54,79,1
54,85,1
54,96,1
54,100,1
54,108,1
54,136,1
55,65,1
55,76,1
55,102,1
55,119,1
55,135,1
56,64,1
56,69,1
56,74,1
56,79,1
56,81,1
56,85,1
56,86,1
57,77,1
57,94,1
57,99,1
57,114,1
57,125,1
58,64,1
58,73,1
58,79,1
58,85,1
58,109,1
58,130,1
59,62,1
59,87,1
59,95,1
59,109,1
59,111,1
59,121,1
59,133,1
60,117,1
61,80,1
61,84,1
61,87,1
61,88,1
61,89,1
61,107,1
61,109,1
61,110,1
61,113,1
61,123,1
61,126,1
61,133,1
62,87,1
62,95,1
62,109,1
62,111,1
62,121,1
62,133,1
63,134,1
64,69,5
64,73,2
64,74,6
64,79,15
64,81,6
64,85,14
64,86,5
64,96,2
64,100,2
64,108,2
64,109,6
64,112,1
64,124,1
64,127,2
64,128,4
64,130,6
64,136,1
65,76,1
65,102,1
65,119,1
65,135,1
66,72,1
66,75,1
66,82,1
66,98,1
66,105,1
67,107,1
67,109,1
67,111,1
67,121,1
68,93,1
68,98,1
68,101,1
68,129,1
69,74,5
69,79,5
69,81,3
69,85,5
69,86,5
69,96,1
69,100,1
69,108,1
69,128,1
70,80,1
70,84,2
70,87,1
70,109,1
70,110,1
70,120,1
71,106,1
71,118,1
72,75,1
72,82,1
72,98,1
72,105,1
73,79,2
73,85,1
73,109,2
73,127,1
73,130,2
74,79,6
74,81,3
74,85,6
74,86,5
74,96,2
74,100,2
74,108,2
74,128,1
74,136,1
75,82,1
75,98,1
75,105,1
76,102,1
76,119,1
76,135,1
77,94,1
77,99,1
77,114,1
77,125,1
78,122,1
78,137,1
79,81,6
79,85,14
79,86,5
79,96,2
79,100,2
79,108,2
79,109,7
79,112,1
79,124,1
79,127,2
79,128,4
79,130,7
79,136,1
80,84,5
80,87,4
80,88,1
80,89,1
80,95,1
80,107,1
80,109,6
80,110,5
80,111,2
80,113,1
80,116,1
80,120,2
80,123,1
80,126,1
80,133,1
81,85,6
81,86,3
81,112,1
81,124,1
81,128,1
82,98,1
82,105,1
83,91,1
83,115,1
84,87,5
84,88,1
84,89,1
84,95,1
84,107,1
84,109,5
84,110,5
84,111,1
84,113,1
84,120,2
84,123,1
84,126,1
84,133,1
85,86,5
85,96,2
85,100,2
85,108,2
85,109,5
85,112,1
85,124,1
85,127,1
85,128,4
85,130,5
85,136,1
86,96,1
86,100,1
86,108,1
86,128,1
87,88,1
87,89,1
87,95,2
87,97,1
87,107,1
87,109,6
87,110,4
87,111,3
87,113,1
87,120,1
87,121,1
87,123,1
87,126,1
87,133,2
88,89,1
88,107,1
88,109,1
88,110,1
88,113,1
88,123,1
88,126,1
88,133,1
89,107,1
89,109,1
89,110,1
89,113,1
89,123,1
89,126,1
89,133,1
90,92,1
90,103,1
90,104,1
90,119,1
91,115,1
91,132,1
92,103,1
92,104,1
92,119,1
93,98,1
93,101,1
93,129,1
94,99,1
94,114,1
94,125,1
95,109,2
95,110,1
95,111,2
95,121,1
95,133,1
96,100,2
96,108,1
96,128,1
96,136,1
97,109,1
97,111,1
98,101,1
98,105,1
98,129,1
99,114,1
99,125,1
100,108,1
100,128,1
100,136,1
101,129,1
102,119,1
102,135,1
103,104,1
103,119,1
104,119,1
106,118,1
107,109,2
107,110,1
107,111,1
107,113,1
107,121,1
107,123,1
107,126,1
107,133,1
108,136,1
109,110,5
109,111,8
109,113,1
109,116,1
109,120,2
109,121,3
109,123,1
109,126,1
109,127,2
109,128,2
109,130,7
109,131,1
109,133,2
110,111,1
110,113,1
110,120,2
110,123,1
110,126,1
110,133,1
111,116,1
111,121,2
111,133,1
113,123,1
113,126,1
113,133,1
114,125,1
119,135,1
121,131,1
121,133,1
122,137,1
123,126,1
123,133,1
126,133,1
127,130,2
128,130,2
